SaleID,Date,Delivery_Date,ChannelID,CustomerID,BranchID,EmployeeID,ProductID,Quantity,Total,Price
11685,2020-05-09,2020-05-11,1,256,5,5001572,43003,1,442.0,442.0
11702,2019-03-14,2019-03-19,3,1496,5,5001572,43031,3,3573.0,1191.0
11703,2019-08-08,2019-08-10,1,2162,5,5001572,43020,2,1124.0,562.0
11704,2019-09-23,2019-09-25,1,2643,5,5001572,43034,2,2008.0,1004.0
11705,2020-01-25,2020-02-01,2,2630,5,5001572,43036,1,744.0,744.0
11706,2020-01-30,2020-02-07,2,13,5,5001572,43034,2,2008.0,1004.0
11707,2020-05-30,2020-05-31,2,2316,5,5001572,43030,2,2350.0,1175.0
11708,2020-02-25,2020-03-06,1,616,5,5001572,42763,3,6355.14,2118.38
11709,2020-01-22,2020-01-30,2,572,5,5001572,42810,3,3848.46,1282.82
11710,2020-02-19,2020-02-24,3,1556,5,5001572,42824,3,1754.28,584.76
11711,2020-01-07,2020-01-15,2,485,5,5001572,42877,3,1680.0,560.0
11712,2020-01-17,2020-01-27,2,624,5,5001572,42921,1,756.0,756.0
11713,2020-01-03,2020-01-06,2,344,5,5001572,43024,2,1016.0,508.0
11714,2020-01-11,2020-01-14,2,993,5,5001572,43032,3,2859.0,953.0
11715,2020-02-01,2020-02-05,2,927,5,5001572,43037,2,2274.0,1137.0
11716,2020-05-01,2020-05-11,2,2203,5,5001572,42766,2,14023.24,7011.62
11717,2020-05-02,2020-05-04,2,1433,5,5001572,42845,2,1646.48,823.24
11718,2020-03-30,2020-04-07,2,1010,5,5001572,42938,2,5358.0,2679.0
11719,2020-04-15,2020-04-23,2,1226,5,5001572,42989,3,1239.0,413.0
11720,2020-04-29,2020-05-01,2,1368,5,5001572,42989,1,413.0,413.0
11721,2020-05-08,2020-05-11,2,1707,5,5001572,42926,3,237.0,79.0
11733,2019-07-18,2019-07-21,1,2784,5,5001041,42891,2,1030.0,515.0
11734,2019-11-15,2019-11-16,2,1638,5,5001041,42918,2,1578.0,789.0
11742,2019-06-19,2019-06-20,2,2208,5,5001041,42997,1,485.0,485.0
11751,2020-05-07,2020-05-10,2,2218,5,5001041,42774,2,12097.8,6048.9
11752,2020-05-26,2020-05-29,2,2411,5,5001041,42800,1,1642.74,1642.74
11761,2019-01-07,2019-01-13,1,1837,5,5001041,42864,1,199.0,199.0
11762,2020-01-04,2020-01-12,2,2313,5,5001041,42877,3,1680.0,560.0
11773,2019-02-15,2019-02-21,2,3345,5,5001041,43000,2,748.0,374.0
11774,2020-02-10,2020-02-16,2,1104,5,5001041,42959,1,4141.0,4141.0
11775,2020-05-29,2020-06-01,2,254,5,5001041,42990,2,706.0,353.0
11816,2019-02-08,2019-02-13,3,748,5,5001041,42737,1,1658.0,1658.0
11817,2019-04-06,2019-04-08,3,1043,5,5001041,42778,3,8422.92,2807.64
11818,2019-04-23,2019-04-24,3,2322,5,5001041,42786,2,1591.48,795.74
11819,2019-04-26,2019-05-01,2,3010,5,5001041,42799,2,3072.08,1536.04
11820,2019-06-08,2019-06-09,1,2041,5,5001041,42762,1,2106.06,2106.06
11821,2019-06-22,2019-06-27,2,3337,5,5001041,42768,1,1923.68,1923.68
11823,2019-09-09,2019-09-14,2,1275,5,5001041,42787,3,4099.26,1366.42
11824,2020-01-14,2020-01-16,2,1771,5,5001041,42790,1,762.96,762.96
11825,2020-01-27,2020-01-31,2,3095,5,5001041,42818,1,1907.62,1907.62
11826,2020-01-30,2020-01-31,2,120,5,5001041,42814,3,1109.46,369.82
11827,2020-02-26,2020-02-27,2,3379,5,5001041,42797,1,4845.5,4845.5
11855,2019-03-16,2019-03-17,1,1896,5,5001041,42874,3,1680.0,560.0
11856,2019-04-09,2019-04-13,1,108,5,5001041,42860,2,1174.0,587.0
11857,2019-05-28,2019-06-04,2,1208,5,5001041,42852,2,304.0,152.0
11858,2019-06-22,2019-06-26,1,332,5,5001041,42865,1,199.0,199.0
11859,2019-07-11,2019-07-16,3,3346,5,5001041,42881,2,996.0,498.0
11860,2019-08-06,2019-08-11,2,4,5,5001041,42833,1,819.06,819.06
11861,2019-08-05,2019-08-06,2,590,5,5001041,42868,1,199.0,199.0
11862,2019-08-12,2019-08-16,2,2234,5,5001041,42884,3,1494.0,498.0
11863,2019-08-17,2019-08-25,1,3267,5,5001041,42876,1,560.0,560.0
11864,2019-10-12,2019-10-16,2,1860,5,5001041,42862,1,512.0,512.0
11865,2019-10-31,2019-11-04,2,1967,5,5001041,42869,3,597.0,199.0
11866,2019-11-13,2019-11-20,1,1650,5,5001041,42844,1,1810.38,1810.38
11867,2019-11-13,2019-11-17,3,2719,5,5001041,42844,1,1810.38,1810.38
11868,2020-04-20,2020-04-25,2,712,5,5001041,42853,3,2181.0,727.0
11869,2020-05-13,2020-05-16,2,1209,5,5001041,42819,1,860.42,860.42
11895,2019-01-30,2019-01-31,2,18,5,5001041,42892,3,1545.0,515.0
11896,2019-06-15,2019-06-16,2,2611,5,5001041,42926,1,79.0,79.0
11897,2019-06-28,2019-06-29,3,1925,5,5001041,42923,1,753.0,753.0
11898,2019-07-10,2019-07-20,2,2017,5,5001041,42932,2,312.0,156.0
11899,2019-07-26,2019-08-03,1,1474,5,5001041,42902,2,516.0,258.0
11900,2019-11-01,2019-11-05,3,1865,5,5001041,42916,2,2712.0,1356.0
11901,2019-12-26,2020-01-05,2,2944,5,5001041,42929,2,642.0,321.0
11902,2020-01-18,2020-01-23,2,417,5,5001041,42889,3,1545.0,515.0
11903,2020-03-30,2020-04-04,2,494,5,5001041,42897,3,1545.0,515.0
11939,2019-01-18,2019-01-22,3,2269,5,5001041,42953,1,3620.0,3620.0
11940,2019-02-19,2019-02-24,3,226,5,5001041,42956,1,2093.0,2093.0
11941,2019-04-30,2019-05-03,2,357,5,5001041,42958,2,7526.0,3763.0
11942,2019-05-18,2019-05-21,2,413,5,5001041,42979,1,113.0,113.0
11943,2019-06-29,2019-06-30,1,1222,5,5001041,43012,2,1020.0,510.0
11944,2019-07-31,2019-08-02,1,2266,5,5001041,42983,1,354.0,354.0
11945,2019-08-26,2019-08-27,1,188,5,5001041,42965,2,4562.0,2281.0
11946,2019-12-21,2019-12-28,1,3243,5,5001041,43013,3,1062.0,354.0
11947,2020-02-25,2020-03-04,3,1278,5,5001041,42994,3,1737.0,579.0
11948,2020-05-09,2020-05-11,3,256,5,5001041,43003,1,442.0,442.0
11963,2019-03-14,2019-03-19,1,1496,5,5001041,43031,2,2382.0,1191.0
11964,2019-04-17,2019-04-18,2,3403,5,5001041,43035,2,2318.0,1159.0
11965,2019-08-08,2019-08-10,1,2162,5,5001041,43020,3,1686.0,562.0
11966,2019-09-23,2019-09-25,1,2643,5,5001041,43034,2,2008.0,1004.0
11967,2020-01-25,2020-02-01,2,2630,5,5001041,43036,2,1488.0,744.0
11968,2020-05-28,2020-05-31,3,1911,5,5001041,42817,2,1626.24,813.12
11969,2020-02-25,2020-03-06,1,616,5,5001041,42763,1,2118.38,2118.38
11970,2020-01-22,2020-01-30,2,572,5,5001041,42810,3,3848.46,1282.82
11971,2020-02-18,2020-02-22,2,2761,5,5001041,42821,2,1307.24,653.62
11972,2020-02-19,2020-02-24,1,1556,5,5001041,42824,3,1754.28,584.76
11973,2020-02-12,2020-02-19,2,770,5,5001041,42829,1,906.18,906.18
11974,2020-01-07,2020-01-15,3,485,5,5001041,42877,1,560.0,560.0
11975,2020-02-29,2020-03-09,2,1629,5,5001041,42884,2,996.0,498.0
11976,2020-01-02,2020-01-05,2,1886,5,5001041,42886,3,1494.0,498.0
11977,2020-01-17,2020-01-27,2,624,5,5001041,42921,2,1512.0,756.0
11978,2020-01-22,2020-01-26,2,2773,5,5001041,42978,2,224.0,112.0
11979,2020-01-03,2020-01-06,1,344,5,5001041,43024,1,508.0,508.0
11980,2020-01-11,2020-01-14,2,993,5,5001041,43032,2,1906.0,953.0
11981,2020-02-01,2020-02-05,2,927,5,5001041,43037,1,1137.0,1137.0
11982,2020-05-01,2020-05-11,2,2203,5,5001041,42766,2,14023.24,7011.62
11983,2020-04-04,2020-04-09,2,3389,5,5001041,42782,2,6747.84,3373.92
11984,2020-03-14,2020-03-17,1,732,5,5001041,42811,1,2559.92,2559.92
11985,2020-05-02,2020-05-04,2,1433,5,5001041,42845,2,1646.48,823.24
11986,2020-05-02,2020-05-11,2,2052,5,5001041,42867,2,398.0,199.0
11987,2020-03-30,2020-04-07,2,1010,5,5001041,42938,3,8037.0,2679.0
11988,2020-04-15,2020-04-23,1,1226,5,5001041,42989,2,826.0,413.0
11989,2020-05-16,2020-05-17,2,485,5,5001041,42880,2,1120.0,560.0
11990,2020-05-08,2020-05-16,2,214,5,5001041,43039,3,2445.0,815.0
12001,2019-01-25,2019-02-02,2,1757,6,6001361,42821,2,1307.24,653.62
12002,2019-03-04,2019-03-12,3,1850,6,6001361,42883,3,1494.0,498.0
12008,2020-05-23,2020-05-24,2,422,6,6001361,42989,2,826.0,413.0
12012,2019-06-11,2019-06-19,3,1531,6,6001361,42771,3,7662.599999999999,2554.2
12017,2020-05-30,2020-06-05,2,550,6,6001361,42870,2,356.0,178.0
12032,2019-04-18,2019-04-26,2,2300,6,6001361,42985,3,4368.0,1456.0
12033,2019-10-01,2019-10-07,3,674,6,6001361,42994,1,579.0,579.0
12034,2020-05-11,2020-05-14,2,186,6,6001361,42988,2,1196.0,598.0
12038,2019-04-10,2019-04-18,3,2268,6,6001361,43031,1,1191.0,1191.0
12039,2019-10-15,2019-10-23,2,3090,6,6001361,43022,3,1266.0,422.0
12074,2019-01-01,2019-01-11,1,1527,6,6001361,42801,2,5605.6,2802.8
12075,2019-02-14,2019-02-17,3,17,6,6001361,42813,2,755.92,377.96
12076,2019-03-20,2019-03-28,2,2767,6,6001361,42754,2,2475.0,1237.5
12077,2019-05-10,2019-05-15,2,2772,6,6001361,42793,2,1743.72,871.86
12078,2019-05-31,2019-06-05,2,1069,6,6001361,42788,3,1265.8799999999999,421.96
12079,2019-06-01,2019-06-03,2,1186,6,6001361,42816,2,2509.76,1254.88
12080,2019-06-03,2019-06-08,1,2843,6,6001361,42811,2,5119.84,2559.92
12081,2019-08-02,2019-08-07,2,1179,6,6001361,42784,1,1748.78,1748.78
12082,2019-10-29,2019-11-08,1,2881,6,6001361,42812,2,753.28,376.64
12083,2019-12-05,2019-12-10,2,1557,6,6001361,42797,2,9691.0,4845.5
12084,2019-12-27,2019-12-31,2,889,6,6001361,42776,3,4270.200000000001,1423.4
12085,2020-01-07,2020-01-14,2,1836,6,6001361,42814,3,1109.46,369.82
12086,2020-02-03,2020-02-07,2,2760,6,6001361,42765,1,1938.42,1938.42
12087,2020-03-10,2020-03-20,1,2,6,6001361,42755,3,3237.96,1079.32
12088,2020-05-23,2020-05-30,3,1424,6,6001361,42789,2,436.04,218.02
12089,2020-05-30,2020-06-02,2,1299,6,6001361,42766,3,21034.86,7011.62
12124,2019-01-29,2019-01-30,3,1552,6,6001361,42827,2,1024.76,512.38
12125,2019-02-09,2019-02-12,3,2645,6,6001361,42870,1,178.0,178.0
12126,2019-03-20,2019-03-25,2,2999,6,6001361,42856,1,481.0,481.0
12128,2019-06-03,2019-06-08,3,3378,6,6001361,42871,2,1120.0,560.0
12129,2019-09-23,2019-09-28,2,1313,6,6001361,42848,3,4764.0,1588.0
12130,2019-09-23,2019-09-30,2,727,6,6001361,42853,2,1454.0,727.0
12131,2019-11-26,2019-11-29,3,1775,6,6001361,42838,3,2692.14,897.38
12132,2019-12-09,2019-12-13,3,785,6,6001361,42882,2,996.0,498.0
12133,2019-12-26,2020-01-02,1,998,6,6001361,42856,3,1443.0,481.0
12134,2020-01-13,2020-01-18,2,164,6,6001361,42825,3,1662.54,554.18
12135,2020-01-16,2020-01-24,3,332,6,6001361,42869,1,199.0,199.0
12136,2020-03-09,2020-03-14,2,1755,6,6001361,42884,3,1494.0,498.0
12137,2020-03-13,2020-03-18,1,350,6,6001361,42852,3,456.0,152.0
12138,2020-04-16,2020-04-21,2,432,6,6001361,42825,3,1662.54,554.18
12139,2020-04-17,2020-04-19,2,2147,6,6001361,42873,2,1120.0,560.0
12173,2019-05-28,2019-05-29,1,2313,6,6001361,42912,1,1654.0,1654.0
12174,2019-07-17,2019-07-20,2,1386,6,6001361,42942,2,5498.0,2749.0
12175,2019-07-29,2019-08-08,2,2163,6,6001361,42918,2,1578.0,789.0
12176,2019-09-11,2019-09-14,3,1540,6,6001361,42946,1,2173.0,2173.0
12177,2019-10-02,2019-10-03,3,692,6,6001361,42896,2,1030.0,515.0
12178,2019-11-18,2019-11-19,1,3087,6,6001361,42902,3,774.0,258.0
12179,2019-12-27,2019-12-29,2,1639,6,6001361,42949,1,2015.0,2015.0
12180,2020-01-30,2020-02-07,2,2128,6,6001361,42921,2,1512.0,756.0
12181,2020-03-14,2020-03-19,2,571,6,6001361,42922,3,2223.0,741.0
12182,2020-05-09,2020-05-14,2,867,6,6001361,42903,2,538.0,269.0
12183,2020-05-14,2020-05-17,2,2725,6,6001361,42905,2,912.0,456.0
12184,2020-05-27,2020-06-01,2,919,6,6001361,42932,1,156.0,156.0
12218,2019-03-15,2019-03-22,2,1262,6,6001361,43005,2,842.0,421.0
12219,2019-04-03,2019-04-07,1,2807,6,6001361,42984,1,258.0,258.0
12220,2019-05-10,2019-05-11,2,57,6,6001361,42972,3,8223.0,2741.0
12221,2019-06-24,2019-06-28,2,2846,6,6001361,42972,1,2741.0,2741.0
12222,2019-06-25,2019-06-30,2,772,6,6001361,42993,3,1521.0,507.0
12223,2019-06-26,2019-07-01,3,371,6,6001361,42952,2,7956.0,3978.0
12224,2019-07-12,2019-07-14,2,2091,6,6001361,42993,2,1014.0,507.0
12225,2019-07-13,2019-07-18,1,844,6,6001361,42978,1,112.0,112.0
12226,2019-08-01,2019-08-06,1,901,6,6001361,42982,2,26.0,13.0
12227,2019-08-06,2019-08-09,2,1201,6,6001361,42984,1,258.0,258.0
12228,2019-09-12,2019-09-15,1,1315,6,6001361,42999,3,1641.0,547.0
12229,2019-10-10,2019-10-14,2,288,6,6001361,42964,2,5648.0,2824.0
12230,2019-10-22,2019-10-23,2,383,6,6001361,42971,2,5524.0,2762.0
12231,2019-12-04,2019-12-11,3,3090,6,6001361,42966,1,3415.0,3415.0
12232,2019-12-31,2020-01-08,1,1108,6,6001361,42982,2,26.0,13.0
12233,2020-03-14,2020-03-19,1,1465,6,6001361,42998,2,1058.0,529.0
12245,2019-02-01,2019-02-05,1,1885,6,6001361,43034,3,3012.0,1004.0
12246,2019-11-13,2019-11-21,2,845,6,6001361,43032,2,1906.0,953.0
12247,2020-02-12,2020-02-16,1,1616,6,6001361,43042,2,2242.0,1121.0
12248,2020-02-14,2020-02-22,2,1082,6,6001361,43029,2,2188.0,1094.0
12249,2020-02-25,2020-02-28,2,1653,6,6001361,43023,3,1929.0,643.0
12250,2020-02-13,2020-02-16,2,740,6,6001361,42813,2,755.92,377.96
12251,2020-01-17,2020-01-20,2,332,6,6001361,42906,3,963.0,321.0
12252,2020-01-28,2020-02-07,1,2065,6,6001361,42940,3,6486.0,2162.0
12253,2020-02-15,2020-02-18,2,1661,6,6001361,43003,1,442.0,442.0
12254,2020-02-20,2020-02-24,2,2776,6,6001361,43017,2,716.0,358.0
12255,2020-04-22,2020-04-25,2,1204,6,6001361,42914,2,2978.0,1489.0
12256,2020-04-27,2020-05-02,2,2241,6,6001361,43037,2,2274.0,1137.0
12257,2020-05-07,2020-05-12,2,2652,6,6001361,42840,3,1059.96,353.32
12258,2020-05-27,2020-05-30,2,1865,6,6001361,42880,3,1680.0,560.0
12259,2020-05-16,2020-05-19,2,611,6,6001361,42932,2,312.0,156.0
12277,2019-07-26,2019-07-27,3,2528,6,6001793,43042,2,2242.0,1121.0
12287,2020-03-12,2020-03-15,2,1807,6,6001793,42844,1,1810.38,1810.38
12295,2019-10-18,2019-10-24,3,3233,6,6001793,42889,2,1030.0,515.0
12296,2020-02-27,2020-03-04,2,247,6,6001793,42942,1,2749.0,2749.0
12307,2019-08-23,2019-08-29,2,559,6,6001793,42992,2,1140.0,570.0
12311,2019-04-01,2019-04-07,1,92,6,6001793,43037,1,1137.0,1137.0
12313,2019-10-15,2019-10-23,3,3090,6,6001793,43022,2,844.0,422.0
12354,2019-02-14,2019-02-17,2,17,6,6001793,42813,1,377.96,377.96
12355,2019-02-28,2019-03-02,3,943,6,6001793,42794,2,610.72,305.36
12356,2019-03-20,2019-03-28,2,2767,6,6001793,42754,2,2475.0,1237.5
12357,2019-04-23,2019-05-03,2,1819,6,6001793,42815,2,1199.0,599.5
12358,2019-05-31,2019-06-05,1,1069,6,6001793,42788,3,1265.8799999999999,421.96
12359,2019-07-25,2019-07-26,1,2843,6,6001793,42812,2,753.28,376.64
12360,2019-08-02,2019-08-07,2,1179,6,6001793,42784,3,5246.34,1748.78
12361,2019-08-23,2019-08-24,2,682,6,6001793,42790,1,762.96,762.96
12362,2019-10-29,2019-11-08,2,2881,6,6001793,42812,2,753.28,376.64
12363,2019-11-01,2019-11-05,2,721,6,6001793,42760,2,3274.48,1637.24
12364,2019-11-25,2019-11-30,2,377,6,6001793,42810,1,1282.82,1282.82
12365,2019-12-05,2019-12-10,1,1557,6,6001793,42797,3,14536.5,4845.5
12366,2019-12-27,2019-12-31,2,889,6,6001793,42776,2,2846.8,1423.4
12367,2020-01-31,2020-02-07,3,1137,6,6001793,42815,3,1798.5,599.5
12368,2020-03-10,2020-03-20,2,2,6,6001793,42755,1,1079.32,1079.32
12369,2020-03-17,2020-03-20,1,2660,6,6001793,42757,3,5353.26,1784.42
12370,2020-05-23,2020-05-30,3,1424,6,6001793,42789,1,218.02,218.02
12402,2019-01-01,2019-01-06,1,2140,6,6001793,42841,3,1059.96,353.32
12403,2019-01-23,2019-01-27,1,3267,6,6001793,42835,3,2456.52,818.84
12404,2019-02-09,2019-02-12,2,2645,6,6001793,42870,2,356.0,178.0
12405,2019-03-20,2019-03-25,2,2999,6,6001793,42856,3,1443.0,481.0
12406,2019-06-03,2019-06-08,1,3378,6,6001793,42871,1,560.0,560.0
12407,2019-09-23,2019-09-28,3,1313,6,6001793,42848,3,4764.0,1588.0
12408,2019-09-23,2019-09-30,2,727,6,6001793,42853,3,2181.0,727.0
12409,2019-12-26,2020-01-02,2,998,6,6001793,42856,3,1443.0,481.0
12410,2020-01-13,2020-01-18,2,164,6,6001793,42825,2,1108.36,554.18
12411,2020-03-06,2020-03-14,2,2654,6,6001793,42856,1,481.0,481.0
12412,2020-03-24,2020-03-31,3,2205,6,6001793,42843,1,684.2,684.2
12413,2020-04-17,2020-04-19,2,2147,6,6001793,42873,1,560.0,560.0
12414,2020-05-02,2020-05-06,2,38,6,6001793,42834,1,818.84,818.84
12440,2019-03-07,2019-03-12,3,679,6,6001793,42896,3,1545.0,515.0
12441,2019-03-08,2019-03-11,3,1052,6,6001793,42892,2,1030.0,515.0
12442,2019-05-15,2019-05-25,2,1781,6,6001793,42887,3,1494.0,498.0
12443,2019-05-28,2019-05-29,3,2313,6,6001793,42912,2,3308.0,1654.0
12444,2019-06-24,2019-06-29,2,2797,6,6001793,42925,1,3.0,3.0
12445,2019-07-11,2019-07-18,2,492,6,6001793,42914,10,14890.0,1489.0
12446,2019-07-17,2019-07-22,1,1045,6,6001793,42906,3,963.0,321.0
12447,2019-07-29,2019-08-08,3,2163,6,6001793,42918,3,2367.0,789.0
12448,2019-07-31,2019-08-08,2,3034,6,6001793,42928,3,369.0,123.0
12449,2019-10-14,2019-10-16,1,1434,6,6001793,42921,2,1512.0,756.0
12450,2019-11-18,2019-11-19,1,3087,6,6001793,42902,2,516.0,258.0
12451,2019-12-07,2019-12-17,2,2894,6,6001793,42907,3,1368.0,456.0
12452,2020-01-30,2020-02-07,2,2128,6,6001793,42921,1,756.0,756.0
12453,2020-03-14,2020-03-19,2,571,6,6001793,42922,2,1482.0,741.0
12454,2020-05-28,2020-06-02,2,508,6,6001793,42931,1,324.0,324.0
12486,2019-02-28,2019-03-01,2,3107,6,6001793,42971,2,5524.0,2762.0
12487,2019-03-21,2019-03-25,2,2192,6,6001793,42994,2,1158.0,579.0
12488,2019-04-03,2019-04-07,2,2807,6,6001793,42984,2,516.0,258.0
12489,2019-04-22,2019-04-26,1,2874,6,6001793,43005,2,842.0,421.0
12490,2019-06-21,2019-06-22,2,200,6,6001793,43015,2,966.0,483.0
12491,2019-06-24,2019-06-28,3,2846,6,6001793,42972,2,5482.0,2741.0
12492,2019-07-10,2019-07-11,2,274,6,6001793,42997,3,1455.0,485.0
12493,2019-07-13,2019-07-18,2,844,6,6001793,42978,2,224.0,112.0
12494,2019-08-01,2019-08-06,3,901,6,6001793,42982,1,13.0,13.0
12495,2019-08-23,2019-08-28,2,1983,6,6001793,43005,3,1263.0,421.0
12496,2019-09-12,2019-09-15,3,1315,6,6001793,42999,2,1094.0,547.0
12497,2019-10-19,2019-10-22,1,1429,6,6001793,43006,2,1038.0,519.0
12498,2019-10-22,2019-10-23,2,383,6,6001793,42971,10,27620.0,2762.0
12499,2020-01-31,2020-02-08,2,186,6,6001793,42988,1,598.0,598.0
12500,2020-03-14,2020-03-19,2,1465,6,6001793,42998,1,529.0,529.0
12501,2020-04-02,2020-04-07,2,1659,6,6001793,42964,2,5648.0,2824.0
12508,2019-02-01,2019-02-05,1,1885,6,6001793,43034,3,3012.0,1004.0
12509,2019-11-13,2019-11-21,2,845,6,6001793,43032,2,1906.0,953.0
12510,2019-11-13,2019-11-18,2,981,6,6001793,43021,2,870.0,435.0
12511,2020-02-12,2020-02-16,2,1616,6,6001793,43042,1,1121.0,1121.0
12512,2020-05-11,2020-05-18,1,2206,6,6001793,43039,2,1630.0,815.0
12513,2020-03-18,2020-03-20,2,1337,6,6001793,42820,2,1305.48,652.74
12514,2020-05-13,2020-05-20,2,2788,6,6001793,42912,1,1654.0,1654.0
12515,2020-01-06,2020-01-09,3,317,6,6001793,42789,1,218.02,218.02
12516,2020-02-26,2020-02-29,2,554,6,6001793,42788,2,843.92,421.96
12517,2020-01-31,2020-02-01,2,2750,6,6001793,42795,1,543.18,543.18
12518,2020-01-18,2020-01-28,2,625,6,6001793,42881,2,996.0,498.0
12519,2020-02-20,2020-02-24,3,2776,6,6001793,43017,1,358.0,358.0
12520,2020-02-20,2020-02-23,3,2603,6,6001793,43028,2,1884.0,942.0
12521,2020-05-07,2020-05-12,3,2652,6,6001793,42840,2,706.64,353.32
12522,2020-05-27,2020-05-30,3,1865,6,6001793,42880,1,560.0,560.0
12523,2020-05-16,2020-05-19,3,611,6,6001793,42932,1,156.0,156.0
12524,2020-05-28,2020-06-02,3,2874,6,6001793,43039,1,815.0,815.0
12529,2019-11-13,2019-11-14,3,1717,6,6001962,42814,2,739.64,369.82
12535,2019-04-11,2019-04-19,2,1963,6,6001962,42939,3,8745.0,2915.0
12543,2019-07-26,2019-07-27,3,2528,6,6001962,43042,3,3363.0,1121.0
12550,2019-01-23,2019-01-26,1,750,6,6001962,42767,2,6971.36,3485.68
12558,2019-02-19,2019-02-27,2,1198,6,6001962,42840,2,706.64,353.32
12559,2020-03-12,2020-03-15,2,1807,6,6001962,42844,3,5431.14,1810.38
12568,2019-10-18,2019-10-24,2,3233,6,6001962,42889,2,1030.0,515.0
12569,2020-02-27,2020-03-04,1,247,6,6001962,42942,2,5498.0,2749.0
12578,2019-03-27,2019-04-02,2,53,6,6001962,42965,2,4562.0,2281.0
12579,2019-10-01,2019-10-07,2,674,6,6001962,42994,2,1158.0,579.0
12582,2019-04-01,2019-04-07,2,92,6,6001962,43037,2,2274.0,1137.0
12583,2019-04-10,2019-04-18,2,2268,6,6001962,43031,2,2382.0,1191.0
12621,2019-01-01,2019-01-11,2,1527,6,6001962,42801,2,5605.6,2802.8
12622,2019-02-14,2019-02-17,3,17,6,6001962,42813,2,755.92,377.96
12623,2019-03-05,2019-03-07,2,3305,6,6001962,42811,1,2559.92,2559.92
12624,2019-04-26,2019-04-29,2,2908,6,6001962,42763,2,4236.76,2118.38
12625,2019-05-16,2019-05-21,1,2785,6,6001962,42759,1,1800.48,1800.48
12626,2019-06-01,2019-06-03,3,1186,6,6001962,42816,2,2509.76,1254.88
12627,2019-06-03,2019-06-08,2,2843,6,6001962,42811,3,7679.76,2559.92
12628,2019-07-10,2019-07-12,1,1282,6,6001962,42774,2,12097.8,6048.9
12629,2019-07-25,2019-07-26,2,2843,6,6001962,42812,3,1129.92,376.64
12630,2019-08-02,2019-08-07,3,1179,6,6001962,42784,3,5246.34,1748.78
12631,2019-08-23,2019-08-28,2,104,6,6001962,42756,1,638.66,638.66
12632,2019-08-23,2019-08-24,2,682,6,6001962,42790,3,2288.88,762.96
12633,2019-11-01,2019-11-05,2,721,6,6001962,42760,3,4911.72,1637.24
12634,2020-01-07,2020-01-14,2,1836,6,6001962,42814,1,369.82,369.82
12635,2020-02-03,2020-02-07,1,2760,6,6001962,42765,2,3876.84,1938.42
12636,2020-03-10,2020-03-20,1,2,6,6001962,42755,1,1079.32,1079.32
12638,2020-05-30,2020-06-02,2,1299,6,6001962,42766,2,14023.24,7011.62
12669,2019-01-23,2019-01-27,2,3267,6,6001962,42835,3,2456.52,818.84
12670,2019-02-08,2019-02-13,2,706,6,6001962,42834,3,2456.52,818.84
12671,2019-02-09,2019-02-12,2,2645,6,6001962,42870,2,356.0,178.0
12672,2019-07-27,2019-08-06,2,2293,6,6001962,42863,3,1194.0,398.0
12673,2019-12-26,2020-01-02,2,998,6,6001962,42856,1,481.0,481.0
12674,2020-03-24,2020-03-31,2,2205,6,6001962,42843,2,1368.4,684.2
12675,2020-04-17,2020-04-19,2,2147,6,6001962,42873,2,1120.0,560.0
12676,2020-05-13,2020-05-16,1,2777,6,6001962,42845,2,1646.48,823.24
12702,2019-03-08,2019-03-11,3,1052,6,6001962,42892,1,515.0,515.0
12703,2019-05-15,2019-05-25,2,1781,6,6001962,42887,2,996.0,498.0
12704,2019-06-24,2019-06-29,2,2797,6,6001962,42925,2,6.0,3.0
12705,2019-07-11,2019-07-18,2,492,6,6001962,42914,1,1489.0,1489.0
12706,2019-07-17,2019-07-20,1,1386,6,6001962,42942,1,2749.0,2749.0
12707,2019-08-23,2019-08-26,2,1488,6,6001962,42938,3,8037.0,2679.0
12708,2019-09-11,2019-09-14,3,1540,6,6001962,42946,2,4346.0,2173.0
12709,2019-10-02,2019-10-03,3,692,6,6001962,42896,1,515.0,515.0
12710,2019-10-14,2019-10-16,1,1434,6,6001962,42921,1,756.0,756.0
12711,2019-12-21,2019-12-28,1,1702,6,6001962,42935,2,4912.0,2456.0
12712,2020-01-30,2020-02-07,1,2128,6,6001962,42921,2,1512.0,756.0
12713,2020-05-09,2020-05-14,2,867,6,6001962,42903,2,538.0,269.0
12714,2020-05-27,2020-06-01,2,919,6,6001962,42932,3,468.0,156.0
12715,2020-05-28,2020-06-02,1,508,6,6001962,42931,2,648.0,324.0
12716,2020-05-28,2020-06-02,2,774,6,6001962,42929,2,642.0,321.0
12745,2019-02-28,2019-03-01,2,3107,6,6001962,42971,2,5524.0,2762.0
12746,2019-03-21,2019-03-25,2,2192,6,6001962,42994,2,1158.0,579.0
12747,2019-04-22,2019-04-26,3,2874,6,6001962,43005,3,1263.0,421.0
12748,2019-06-24,2019-06-28,2,2846,6,6001962,42972,2,5482.0,2741.0
12749,2019-06-25,2019-06-30,1,772,6,6001962,42993,1,507.0,507.0
12750,2019-07-05,2019-07-12,2,2283,6,6001962,43017,2,716.0,358.0
12751,2019-07-10,2019-07-11,3,274,6,6001962,42997,2,970.0,485.0
12752,2019-10-19,2019-10-22,1,1429,6,6001962,43006,2,1038.0,519.0
12753,2019-10-22,2019-10-23,2,383,6,6001962,42971,3,8286.0,2762.0
